ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;58.1050210069344;73.05301047120425;91.83015489252634;74.32939545688832
1;57.49439187531327;68.96269633507859;98.1861218982283;74.88107003620672
2;57.83930609077572;69.79712041884822;97.35118309564834;74.9958698684241
3;57.742486819265814;69.97709424083774;97.51791814416958;75.07916640142439
4;58.141132864243495;67.88285340314141;97.79688094340435;74.60695573692975
5;57.51130033667796;70.58246073298436;97.28864439169026;75.12746848711753
6;57.803506713623044;73.23298429319377;94.64685972386627;75.22778357689437
7;57.48045420557255;73.39659685863879;81.32514419201333;70.73406508540823
8;57.74382837053737;67.76832460732987;97.84070270108883;74.45095189298536
9;58.13945214605817;55.93913612565448;97.82821267751513;70.63560031640925
10;57.50436214392822;73.10209424083776;95.63684127772454;75.41443255416351
11;58.140238812676124;72.70942408376968;96.46726866407737;75.7723105201744
12;58.14191766100638;69.86256544502622;96.54453396738046;74.84967235780435
13;57.79182332977594;46.20418848167544;98.08009392836726;67.35870191327288
14;56.72929216561644;69.19175392670162;98.18609838886387;74.70238149372732
