0;21;39
42;93;366
33;123;174
10;30;128
28;116;488
0;21;105
128;200;460
68;124;576
15;60;246
3;12;162
0;0;51
88;236;608
52;132;312
0;96;736
0;0;42
27;57;156
0;0;21
0;0;24
0;4;68
0;6;57
33;96;267
3;21;42
12;28;84
15;36;141
21;21;54
0;32;108
8;24;44
0;0;4
0;6;54
3;9;18
0;3;102
8;8;68
0;0;8
0;0;54
6;9;66
72;180;432
0;0;6

