0;120;453
0;63;237
60;159;171
2;2;12
18;26;100
124;276;520
39;102;141
0;0;21
28;108;168
0;45;141
75;207;276
32;304;696
18;102;300
0;3;105
38;196;342
0;4;36
16;72;148
3;9;63
0;0;3
0;33;81
30;100;232
48;78;156
48;208;364
0;0;4
0;10;30
3;3;15
12;68;272
0;0;32
30;102;222
9;45;153
