100;0.771164
1000;0.911802
10000;0.953265
10100;0.954119
10200;0.954123
10300;0.954250
10400;0.954250
10500;0.954264
10600;0.954904
10700;0.955919
10800;0.955927
10900;0.955927
1100;0.912004
11000;0.955932
11100;0.955932
11200;0.955952
11300;0.955975
11400;0.956004
11500;0.956477
11600;0.956481
11700;0.956481
11800;0.956481
11900;0.956582
1200;0.912560
12000;0.956582
12100;0.956608
12200;0.956608
12300;0.956630
12400;0.958070
12500;0.958070
12600;0.958071
12700;0.958098
12800;0.958098
12900;0.958106
1300;0.913351
13000;0.958106
13100;0.958123
13200;0.958333
13300;0.958333
13400;0.958390
13500;0.958390
13600;0.958671
13700;0.958698
13800;0.958722
13900;0.958723
1400;0.916863
14000;0.958723
14100;0.958723
14200;0.958746
14300;0.958747
14400;0.958747
14500;0.958747
14600;0.958747
14700;0.958751
14800;0.958751
14900;0.958752
1500;0.917588
15000;0.958752
15100;0.958835
15200;0.958835
15300;0.958860
15400;0.958863
15500;0.959052
15600;0.959052
15700;0.959054
15800;0.959054
15900;0.959056
1600;0.917594
16000;0.959056
16100;0.959056
16200;0.959056
16300;0.959056
16400;0.959056
16500;0.959056
16600;0.959056
16700;0.959080
16800;0.959080
16900;0.959080
1700;0.917981
17000;0.959081
17100;0.959081
17200;0.959093
17300;0.959093
17400;0.959093
17500;0.959093
17600;0.959093
17700;0.959093
17800;0.959146
17900;0.959146
1800;0.925666
18000;0.959146
18100;0.959146
18200;0.959146
18300;0.959146
18400;0.959146
18500;0.959146
18600;0.959146
18700;0.959146
18800;0.959215
18900;0.959216
1900;0.925666
19000;0.959216
19100;0.959216
19200;0.959216
19300;0.959273
19400;0.961431
19500;0.961431
19600;0.961431
19700;0.961431
19800;0.961764
19900;0.961764
200;0.819263
2000;0.925684
20000;0.961764
2100;0.926052
2200;0.926056
2300;0.929420
2400;0.929422
2500;0.929480
2600;0.929506
2700;0.929712
2800;0.929880
2900;0.929921
300;0.854442
3000;0.930597
3100;0.935553
3200;0.935553
3300;0.935556
3400;0.935737
3500;0.936359
3600;0.936572
3700;0.936991
3800;0.937392
3900;0.937393
400;0.873288
4000;0.937503
4100;0.937893
4200;0.938057
4300;0.938100
4400;0.938106
4500;0.938147
4600;0.938656
4700;0.938700
4800;0.939341
4900;0.939874
500;0.889301
5000;0.939883
5100;0.940028
5200;0.940036
5300;0.941548
5400;0.943691
5500;0.943740
5600;0.943740
5700;0.943740
5800;0.943740
5900;0.943975
600;0.900802
6000;0.944033
6100;0.944033
6200;0.944037
6300;0.944344
6400;0.944925
6500;0.944927
6600;0.945001
6700;0.945097
6800;0.945196
6900;0.945420
700;0.908078
7000;0.945420
7100;0.945420
7200;0.945863
7300;0.945888
7400;0.946553
7500;0.946554
7600;0.946565
7700;0.946566
7800;0.946569
7900;0.946582
800;0.908670
8000;0.946587
8100;0.948719
8200;0.948719
8300;0.948719
8400;0.949066
8500;0.949395
8600;0.952164
8700;0.952701
8800;0.952721
8900;0.952723
900;0.909605
9000;0.952889
9100;0.952902
9200;0.952929
9300;0.952930
9400;0.953143
9500;0.953149
9600;0.953149
9700;0.953198
9800;0.953198
9900;0.953200
