ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
1_0;238908024.335;12.607999999999995;37562.3866313752;82.11671016873696;46.30235602094245;91.63810657595445;73.35239092187796
