ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
9_2;240463268.759;12.385999999999996;89649.22570248238;78.10002280430291;49.93455497382202;79.69816961951001;69.24424913254497
