ID;F0;F1;F2
0;0.5230032426641588;0.3957787958115184;0.005537857741483439
1;0.51653740167106;0.08916884816753934;0.03860029770247913
4;0.5266828259110292;0.1595222513089006;0.00588471669451385
5;0.5229946625862915;0.3727094240837697;0.005552919284461592
6;0.5274342635557407;0.0919502617801047;0.01753091026923116
7;0.5200180549640266;0.09129581151832465;0.03605932031822253
8;0.5227331227827129;0.09456806282722512;0.009856402373899835
9;0.5234532723028723;0.09244109947643979;0.015715152614327547
12;0.5306503435410449;0.1344895287958115;0.00654235527361419
13;0.5259924419781918;0.10356675392670152;0.007612161906466677
14;0.5229974191503772;0.12221858638743464;0.007433015272347889
15;0.5205209358234991;0.09113219895287943;0.03749621448210843
17;0.523679666553562;0.1303992146596858;0.006616488353374528
21;0.5197773054434948;0.09227748691099485;0.01657587421869109
22;0.5230067079136428;0.09931282722513086;0.009263013022340111
23;0.5229994987701143;0.12336387434554977;0.007431545392187316
30;0.5229910758478822;0.1009489528795811;0.00786263143564807
31;0.5262003820249737;0.09964005235602102;0.008823510477383731
33;0.5266843677408232;0.09980366492146596;0.008417512422259545
34;0.5229960149512138;0.0999672774869109;0.00826820511372493
35;0.5271643374005754;0.10193062827225129;0.0076416090837815335
36;0.527167997280276;0.13367146596858653;0.00654848395740789
