ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;48.996895161721014;71.79319371727755;78.13581652893915;66.30863513597923
1;81.0127574329827;50.409031413612595;63.65934230607635;65.02704371755722
2;81.01508495314422;48.118455497382215;86.71404208440092;71.94919417830911
3;80.98374327945655;44.42081151832464;97.23411609761816;74.21289029846645
4;48.76098426822059;67.8010471204189;98.88940037750176;71.81714392204708
5;48.41024573834803;68.01374345549745;98.74461701088038;71.72286873490862
6;79.3102949820916;51.6688481675393;85.41309712746519;72.13074675903204
7;49.38490662300378;67.65379581151838;89.93399922821679;68.99090055424631
8;49.325119381522406;65.44502617801054;94.3837707485488;69.71797210269392
9;49.03098852082628;57.362565445026206;98.29687029870966;68.23014142152071
10;81.01244679168921;50.4908376963351;66.9407548210976;66.14801310304064
11;80.73408285101051;51.57068062827228;71.74316685125261;68.01597677684514
12;80.00852765219415;52.04515706806285;81.79952182162337;71.28440218062678
13;49.03183265707779;54.6956806282723;98.49248562107977;67.40666630214328
15;81.01274424327308;50.17997382198954;66.87698495754309;66.02323434093523
17;80.68067574093777;45.86060209424087;96.76377362180979;74.43501715232948
18;81.01152382193527;51.374345549738244;74.46754424426015;68.95113787197789
20;49.030396750440644;54.87565445026179;98.35208432601465;67.4193785089057
21;49.03108968928248;56.85536649214664;98.31311284658814;68.0665230093391
23;49.08176066679293;71.31871727748698;78.12970986524121;66.17672926984038
24;49.38379401275645;68.19371727748693;90.12497338630693;69.23416155885009
25;80.71221282222702;51.97971204188485;76.39478583713503;69.69557023374897
26;49.34616547830322;70.32068062827231;80.35595611319322;66.67426740658958
27;49.349966865225646;69.32264397905766;78.5726214139218;65.74841075273503
28;80.71229185459521;51.96335078534035;76.4216215571365;69.6990880656907
29;80.70927499842033;49.345549738219944;93.22963378649294;74.42815284104441
30;49.320479832070404;69.73167539267017;87.63745634716439;68.89653719063499
31;80.68063156432073;50.03272251308905;96.44394407985097;75.71909938575358
34;48.997743308863285;66.08311518324612;97.99131257072608;71.02405702094516
35;48.97565578287835;67.4247382198953;95.83727510251914;70.74588970176427
36;48.74448801175444;71.74410994764403;81.26837880983611;67.25232558974487
37;80.71357422650387;48.57657068062831;86.08944282214928;71.79319590976048
38;49.08251802007533;71.0242146596859;91.13653406551151;70.41442224842424
39;49.34894194963094;69.27356020942415;88.8211195952745;69.14787391810985
41;80.68582958575877;45.631544502617835;97.03756938705267;74.45164782514308
42;49.324745702352914;66.88481675392673;94.47254944051924;70.2273706322663
44;80.7086143507357;50.32722513089007;84.40293462848389;71.81292470336989
45;49.04862314711753;68.99541884816756;93.00776512485656;70.35060237338054
46;49.000146297304724;69.25719895287958;92.95035039709028;70.4025652157582
47;49.295449167138386;67.26112565445027;97.75878514748767;71.43845332302544
49;49.35037896423474;67.45746073298432;92.20669762208733;69.67151243976879
50;80.98158991924795;44.960732984293216;97.09582402656947;74.34604897670356
51;80.07593374207556;51.65248691099481;85.44557271663858;72.39133112323633
52;49.08294393896616;70.86060209424086;91.37476774826324;70.43943792715675
53;80.70910090045153;50.47447643979061;83.45149446369618;71.54502393464611
54;49.297078668340774;67.98102094240839;95.00562054585009;70.76124005219975
55;80.41095379770572;51.09620418848171;83.8821497884598;71.7964359248824
56;79.96459714059175;49.820026178010515;96.65051079944566;75.47837803934931
57;49.34962693384082;68.12827225130896;91.75156498529088;69.74315472348022
58;80.70963027862926;49.803664921465995;82.59505044477686;71.03611521495738
59;80.70947302485204;50.409031413612595;82.60583111082033;71.241445183095
60;80.71353195589924;49.60732984293198;86.12786779070403;72.14957652984509
61;80.4128687333157;50.81806282722518;83.7211505963356;71.65069405229217
62;49.34948591474435;69.09358638743457;92.20078028774115;70.21461752997335
63;49.02710973636737;65.83769633507855;98.23274541764609;71.03251716303066
67;81.01436383734288;48.28206806282724;96.71131332105361;75.33591507374125
69;81.01334000388805;48.69109947643982;80.9138234938279;70.20608765805191
79;48.98125104262654;69.89528795811516;91.57751756450956;70.15135218841709
80;80.68300154103923;44.7971204188482;97.21659423700254;74.23223873229666
81;80.36023454229392;49.7873036649215;96.50205881415313;75.54986567378951
82;48.978551788048144;69.33900523560213;94.48832217043143;70.9352930646939
83;49.34664232750031;70.22251308900529;80.36238115153876;66.64384552268145
84;80.41030832838867;48.74018324607333;97.78302945932062;75.64450701126087
86;49.323914830708574;67.21204188481677;94.51784739707479;70.35126803753337
89;80.70987976223245;49.018324607329866;93.17044889367388;74.2995510877454
97;48.76195807013926;70.23887434554976;98.66042393973242;72.55375211847381
