ID;F0;F1;F2
0;0.18583528143024608;0.2547447643979058;0.38023131666374343
2;0.189181252317589;0.2410013089005236;0.7075826404036635
4;0.1859920685185491;0.24132853403141347;0.6693010926289105
5;0.18595641658101722;0.2434554973821988;0.6051932778846053
6;0.18588339504780008;0.24787303664921467;0.36319591407581414
7;0.18587796195665576;0.2513089005235601;0.39562529846561717
8;0.1858796540463489;0.24918193717277473;0.38688030895835074
9;0.18586675847730758;0.25294502617801057;0.39999520769697355
11;0.1859598226098152;0.24247382198952888;0.5741900557207272
12;0.18587589424303982;0.2521269633507856;0.34915397581092245
14;0.18598100765438952;0.2414921465968587;0.6521850345015195
15;0.18597022985116074;0.24214659685863874;0.697967795083544
17;0.18588097872501974;0.248527486910995;0.4014340773695052
19;0.1858727392500313;0.2524541884816755;0.5005720318814848
20;0.18588104259451613;0.2480366492146599;0.39900609747018134
