ID;F0;F1;F2
0;0.17740440973140348;0.5193062827225131;0.010067651281368219
13;0.17740169188158145;0.5211060209424087;0.011943801225236316
25;0.17740317025510668;0.5312500000000004;0.010807445203713826
55;0.17741279887227634;0.49869109947644025;0.010146616059813674
56;0.177412862070278;0.5296138743455502;0.009829559928324613
67;0.17742091585109712;0.5461387434554977;0.00919697262846507
70;0.17742292119316605;0.5278141361256544;0.010145517138699761
71;0.1774196203824544;0.5161976439790577;0.009491770666268096
82;0.17742594302356807;0.5533376963350787;0.009064589814044687
86;0.17743042238532683;0.5256871727748694;0.008802725364856556
