ID;F0;F1;F2
0;250977680.56;12.419;2910.7581676868003
1;250976731.169;12.355;3669.2333979678
2;250969782.757;14.059000000000001;4948.9923259518
4;250969234.523;14.093999999999998;4953.7310420286
5;250968524.776;14.149000000000001;5659.564349787799
6;250967929.968;12.794999999999998;5864.8290361766
7;250967050.663;12.649999999999999;6420.0831665102
8;250966578.169;12.483;6720.6940564014
9;250966407.692;12.573;6901.336335333601
10;250965945.34600002;12.497;7760.7130120956
11;250965413.337;12.613999999999997;8241.7652638796
12;250964988.347;12.433;56556.4165686566
