F0;F1;F2
0.333569689405295;0.7058020461756499;0.005235510810174023
0.3285700611606778;0.3638225247694598;0.005827025039829288
0.3285320066827875;0.4075085314959991;0.006447552803619765
0.32850759829117543;0.41865756446266783;0.0064540766205093344
0.32850159976303217;0.3820250275721845;0.007019113264202913
0.3284940747536153;0.4418657555361419;0.008321496960199752
0.32848887895490236;0.4673492594599565;0.00848438667458564
0.32848797648290656;0.47121729130553536;0.009767600038530552
0.32848080251550826;0.39635949852932995;0.009815553853132172
0.32847202681831256;0.3868031845578995;0.012323884156680365
0.32846830286031775;0.38293515271232065;0.07148759756178458
