F0;F1;F2
240081020.616;13.645;100535.08921432041
240317726.36;12.501;196585.4152641684
240115906.815;12.585999999999999;244269.57410692942
240471558.467;12.499999999999998;234562.82218242623
260215204.49400002;10.713;119870.7285439666
240201663.894;12.521999999999998;234222.77610343782
239964788.149;13.735999999999999;112828.98381948721
