F0;F1;F2
248458085.732;12.396999999999998;3828.651829412
248322046.087;12.527;3923.1260595388003
248321799.351;12.52;4003.7349159982004
248321660.136;12.407;4140.190772843801
248321631.794;12.421;4214.2512007082005
248321379.836;12.269;4513.0469384746
248321208.03399998;12.395999999999999;4714.699112858201
248321084.817;12.269;4871.0664476842
248321025.669;12.288;5018.445356890201
248320990.022;12.290999999999999;5832.859888239001
248320897.908;12.174;6336.5603134130015
248320591.354;12.372;64322.11248718199
