F0;F1;F2
254551698.562;11.685999999999998;87107.82723000219
244753959.303;14.311999999999998;258426.00723392479
254427582.13300002;12.578999999999997;113587.24536555882
246225399.046;12.617;125979.5275615206
245832260.98000002;13.336;138515.0944794412
254427584.075;11.852999999999998;143006.662426739
245948076.689;13.029;138311.63596000322
245948172.445;12.678;87403.5296917526
254531961.252;11.843999999999998;96624.8489361734
246064099.748;12.63;66311.96433017899
245949386.852;12.668;118916.29290237081
246063441.069;12.646;63991.3274815314
254435930.6;11.848999999999998;99472.07365499681
246063836.39499998;12.637;76706.38107035121
