F0;F1;F2
0.05572320557512683;0.5770193388463726;0.020495715483222675
0.3779158925388235;0.6721274159906089;0.006723824379322405
0.36850086912302354;0.3506257102374844;0.014345440455703075
0.08178179885063253;0.6621160394491107;0.01649032990410068
0.3725956330024965;0.614789532162026;0.010725578023630075
0.36850872857032546;0.3424345839762576;0.013304138679032903
0.06027299280459163;0.5672354935899082;0.018375426754120516
0.06485338643894616;0.5640500555994308;0.016865838431247566
0.3771459947428641;0.6138794070218903;0.009017187307920395
0.37715570121366593;0.654379975757952;0.007796957305646473
0.3730729576284151;0.6962457322042183;0.010109813690720436
0.37715698883877513;0.66712172771986;0.006757665225980345
0.0694054006635923;0.6662116025797234;0.016692060965863422
0.3685077481805825;0.3435722404014281;0.014004074812412476
