ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
3_0;239141270.142;11.909999999999997;59298.8278113338;81.51431258329862;57.72251308900527;86.65543260351653;75.29741942527347
