F0;F1;F2
0.16629901457943663;0.01501706481224763;0.05687317268240129
0.1509019952040832;0.018657565372792572;0.1465023107340334
0.16446653492698038;0.06484641623470674;0.020275823144912185
0.1508594296615716;0.009328782686396487;0.39028397601386716
0.16067114033294155;0.025711035208848522;0.03174492037118298
0.15988283020055627;0.07713310562654596;0.03826534488562365
0.15086934790378087;0.031171786049666136;0.12926277265476985
0.16071774060160884;0.01501706481224763;0.05754363197840575
0.1598832225762713;0.05870307153878693;0.03871318158745397
0.17047439129596145;0.05483503969320805;0.021392243132790287
0.1554372028259359;0.027758816774155128;0.11171627925151208
0.15081527950368795;0.07258247992586449;0.17246881129875288
0.18139444591736106;0.04141069387619876;0.01942895799749871
0.164457641744739;0.38976109126334224;0.01845384830387042
0.16065237954521255;0.03663253689048335;0.042941221479188454
0.15991228970331794;0.020932878223133514;0.0761402369517602
0.15989160558372637;0.03959044359592608;0.07285106995646029
0.1550091230401829;0.016382252522452033;0.11647737161901268
0.15542209420196576;0.037770193315653816;0.1125466745700135
0.15536085670188207;0.0450511944367437;0.07187206283227159
