ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;75.97663249572754;43.09554973821989;95.40151498836124;71.49123240743621
2;75.29509161366089;40.41230366492145;99.1985620371318;71.63531910523805
4;75.97608762409607;42.42473821989532;98.6177014756884;72.33950910655993
5;75.64295937882423;40.51047120418847;99.18838867707817;71.78060642003028
6;75.64378054478456;40.69044502617805;99.13466709263542;71.82296422119934
7;75.97309552025662;30.31740837696337;99.1307438732863;68.47374925683543
9;75.97597675770369;42.63743455497385;98.87236138135972;72.4952575646791
10;75.97543462370531;41.52486910994766;99.04021830112002;72.180174011591
11;75.97543477091769;41.68848167539271;98.9475235986588;72.20381334832307
12;75.9737731490145;42.16295811518328;99.12677002139085;72.42116709519621
16;75.6433885286387;40.494109947644006;99.16844653757305;71.76864833795192
17;75.64340140584494;40.494109947644006;99.15385548471016;71.76378894606637
