ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;26.00585434779472;17.26112565445027;99.06609697100959;47.44435899108486
1;72.25264033587173;52.19240837696335;89.27611601417624;71.2403882423371
4;72.22246415007285;49.705497382198914;98.6542284692898;73.52739666718719
5;26.00629025388096;17.26112565445027;98.92319237154254;47.39686942662459
6;72.22501356314477;50.86714659685868;96.89668869932282;73.32961628644209
7;72.2524367980164;53.648560209424126;92.20790372334459;72.70296691026171
8;72.2525771197913;51.047120418848166;92.09428668875378;71.79799474246441
10;72.22481255630878;49.93455497382202;97.86384748915033;73.34107167309371
11;72.22369441914176;48.821989528795854;98.26391331958243;73.10319908917334
12;72.22471637757624;49.820026178010515;97.94256176430488;73.32910143996388
13;72.22285737490954;48.920157068062785;98.34695334373916;73.16332259557049
21;72.22353333784358;48.70746073298425;98.33913458321702;73.09004288468162
22;26.006082767119064;18.29188481675392;98.97341665440081;47.757128079424604
23;26.005944129246828;17.29384816753926;99.04451354686589;47.44810194788399
26;26.005919433730227;17.26112565445027;99.0608337089538;47.44262626571143
