ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;65.28388738275494;51.832460732984295;99.2546013706239;72.12364982878772
2;65.60930446457256;54.924738219895296;87.96028070037704;69.4981077949483
4;65.58352039009935;51.88154450261781;99.22334138261711;72.22946875844475
5;65.58756533080839;52.5196335078534;97.00490412538447;71.70403432134874
6;65.58706372669315;52.5196335078534;98.92359357463071;72.34343026972574
7;65.58713964177547;52.601439790575874;97.0925785484823;71.76038599361121
9;65.58380533379913;52.1269633507853;99.09672820791945;72.26916563083462
10;65.58677465071703;52.5196335078534;98.95989322728458;72.35543379528501
11;65.58589965410904;50.88350785340312;99.01098810129102;71.82679853626773
12;65.58724489085456;52.1269633507853;97.05220765853082;71.58880530005689
13;65.58423011373125;52.4051047120419;99.0620705154443;72.35046844707249
16;65.58599215253291;51.91426701570676;98.99431579178663;72.16485832000876
19;65.58479891640826;52.43782722513085;99.01339663627066;72.34534092593658
23;65.58749356349855;52.470549738219894;97.01713171803405;71.69172500658416
24;65.5846177367508;51.456151832460705;99.0606608845228;72.03381015124477
25;65.58470865457898;51.816099476439746;99.03963935262442;72.14681582788104
26;65.58474856720335;53.35405759162304;99.01470267751401;72.65116961211346
