ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;51.50432922053278;43.76636125654449;99.34802762693784;64.8729060346717
1;41.45425719840355;58.949607329842976;78.02895332936156;59.47760595253603
4;41.07675821463168;58.81871727748691;92.48040908736056;64.12529485982638
5;51.90096810782268;56.102748691099436;99.25646761603932;69.08672813832048
6;51.55276936023534;48.87107329842928;99.32403392547499;66.58262552804653
8;41.07511882437534;58.671465968586354;97.69327960765699;65.81328813353956
9;41.07563221064359;58.785994764397955;93.34990103763022;64.40384267089058
10;41.09990675939345;57.62434554973819;98.10797007421432;65.61074079444865
11;51.18279791963447;56.8717277486911;98.8294779297114;68.96133453267899
14;40.82690565857848;58.278795811518336;97.93869706516661;65.68146617842115
15;40.75023793640876;57.68979057591628;97.95510164940343;65.46504338724282
18;52.22886779413394;56.822643979057595;99.02533132681128;69.35894770000094
19;40.79778103122623;58.31151832460729;97.83591586051395;65.64840507211582
20;51.55215670635809;56.544502617801065;99.1068575883388;69.06783897083265
23;51.90082282473345;56.25;99.2218726173982;69.12423181404388
24;51.55236600873885;56.46269633507853;99.14654234089663;69.053868228238
26;52.227808926723505;56.85536649214664;98.87187062543214;69.3183486814341
27;51.85233346961935;56.34816753926701;99.15587986388897;69.11879362425844
29;40.3332940347824;57.64070680628277;98.02453238458305;65.3328444085494
31;51.90072610880505;56.33180628272256;99.17135432199912;69.13462890450892
34;40.749801216780625;58.29515706806283;97.84687122357072;65.63060983613805
