ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;15.987551811343048;65.67408376963353;96.98150371165686;59.54771309754448
1;15.574128511042474;57.16623036649211;99.45536518383692;57.39857468712383
4;15.988647499918606;65.47774869109948;97.1808830798461;59.54909309028806
5;15.988597372823543;65.37958115183247;98.32151765486945;59.89656539317516
6;15.573823809896304;59.80039267015709;99.31820720658199;58.23080789554513
7;15.940982536522952;65.29777486910994;98.55946109167614;59.932739499103015
8;16.28831020283409;64.69240837696336;98.6888675308805;59.889862036892644
10;15.659871319049067;64.03795811518323;98.70568635608208;59.46783859677146
11;15.66203278885;62.69633507853404;98.94560691086424;59.10132492608276
12;15.662031515592345;63.43259162303665;98.9454684161535;59.3466971849275
14;15.970310657825115;61.731020942408364;99.09729962535727;58.932877075196906
15;15.66083853515231;63.7761780104712;98.81755475381928;59.41819043314759
16;15.990021786567066;60.63481675392668;99.13752753104987;58.587455357181206
17;15.990617720221111;60.24214659685864;99.23472062845899;58.48916164851291
18;15.66142803278595;61.19109947643976;99.1150896391035;58.65587238277641
20;15.620846868063254;62.15641361256545;98.98962417269139;58.92229488444004
21;15.990604729377278;59.833115183246036;99.28719701797863;58.37030564353398
22;15.941576967061511;60.58573298429321;99.18630435837017;58.5712047699083
23;15.96015659588781;64.0215968586387;98.78108189860217;59.58761178437623
25;15.961242682086175;63.530759162303674;98.93048862532197;59.47416348990394
26;15.661470912901276;61.092931937172736;99.12293707704603;58.62577997570668
27;15.565031748833269;64.9541884816754;98.56896765501192;59.696062628506866
28;15.940720643177341;62.49999999999998;98.96700960264542;59.135910081940914
30;15.57034043521518;64.70876963350783;98.6090137642277;59.629374610983575
32;15.584635301507955;64.74149214659687;98.59114468163033;59.63909070991172
36;15.662552959799525;61.84554973821991;99.06663821514888;58.858246971056104
39;15.621592113775906;61.992801047120416;99.0419516722213;58.885448277705876
42;15.66106518276319;61.97643979057589;99.05553579873678;58.897680257358616
