F0;F1;F2
254414835.73000002;11.492999999999997;112680.8860750494
244504664.984;12.815999999999997;267925.7868021408
245959488.927;12.433;207369.69081973663
254279630.121;11.523999999999997;112510.7089279156
245823900.373;12.652;96594.2988232102
244523761.362;12.810999999999998;236910.11734989285
245834451.23299998;12.49;100350.4776115458
245940556.91;12.436;234608.56981018616
254396032.459;11.501999999999997;114334.60008134381
254279806.21600002;11.522999999999998;116686.72939628581
244505050.95999998;12.814999999999998;287045.97815360205
