F0;F1;F2
256100034.741;11.886;9399.5052145736
254023162.005;14.274999999999999;3125.0234561730003
256052835.896;12.203999999999999;5488.7876342364
255938715.362;11.883999999999999;23886.519560748395
253906652.20999998;12.822;3753.9227932088
255821724.905;11.953999999999999;7566.366809076801
252594495.887;11.544;145938.5374242196
253887728.669;12.719999999999999;3978.7607706726003
256052676.086;12.086999999999998;6062.6220778296
256053112.315;11.969999999999999;6294.7058386726
253887722.959;12.600000000000001;4479.1706053552
253869005.854;12.597000000000001;4483.8230692856
