F0;F1;F2
250042632.403;10.786999999999997;10865.111005251001
252081637.269;11.929999999999998;5444.563644872201
252063790.188;11.749999999999998;6189.2154412718
249791147.416;10.993999999999998;7284.756617499
249907712.002;10.878999999999998;8511.793479915601
250034047.99400002;10.812999999999999;9696.1333435016
252062746.931;11.926999999999998;5726.589224872201
249791338.74400002;10.988999999999999;7612.975457499001
250033875.718;10.825999999999999;9258.9738990798
250349105.87800002;10.817999999999998;9573.6913546818
