ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
11_0;239086475.645;11.564999999999998;60333.23442881361;81.65582883652797;63.367146596858646;86.41831416783688;77.14709653374116
