F0;F1;F2
0.6324136103313026;0.3431171778313598;0.012139566284963713
0.5363744471742402;0.46848691588512653;0.005301688420121481
0.6229304340878361;0.3007963588150249;0.022611807355610188
0.6324198511698995;0.32445961245856764;0.012889448340889287
0.5416768853714171;0.505802046630712;0.003389140965341251
0.49619550577113003;0.2207053464830366;0.2663076500149066
0.627464696333866;0.30102389010005964;0.01691561380211182
0.6324247785547328;0.3180887364776135;0.016234698171153777
0.6275126813402397;0.2973833895395147;0.050669928630666494
0.5512343313978185;0.4543799762130146;0.009105331288346055
