ID;F0;F1;F2
0;0.6136952065392922;0.7018979057591622;0.006676702765291842
1;0.6104060317503452;0.6303992146596857;0.007360701411933508
2;0.610401665096425;0.638907068062827;0.007657208455831583
3;0.6103902375185636;0.8576570680628273;0.00822023230621298
5;0.610376630913892;0.6225458115183246;0.008925432172595626
6;0.6103732342343698;0.6222185863874343;0.009621116158155411
7;0.6103702767899983;0.6477421465968586;0.01027758572376219
8;0.6103631423631914;0.62565445026178;0.010617990128922124
9;0.6103593882417632;0.6488874345549737;0.011271586195726558
10;0.6103552084958682;0.6299083769633507;0.012321067702682618
11;0.6103501161625634;0.632035340314136;0.014159595763941761
12;0.6103434779963219;0.880562827225131;0.02211508701350599
