ID;F0;F1;F2
0;241023764.98299998;9.389999999999999;33397.2567926606
1;241127353.963;11.095;12654.1612425446
2;241247320.18199998;9.37;17287.543265137
3;241140185.552;9.54;14563.169959752602
4;241130110.928;9.485;16570.4579452004
5;241128326.536;9.652;17579.7333816108
6;241149749.273;9.344;31104.974230577605
7;241021466.82999998;9.434999999999999;77847.1182753056
8;241150210.736;9.331;31653.807286756004
9;241149980.063;9.395999999999999;17306.921772551803
10;241243645.787;9.709999999999999;14165.132436542
11;241752004.78;9.519;14890.0460947544
12;257183781.32700002;12.831;9567.9123256522
13;241022805.468;9.738999999999999;13969.213745147801
14;241012160.05900002;9.645;19891.4468485198
15;250105050.024;12.978999999999996;11653.358559622
16;241446535.81;9.33;32852.5861675428
17;241130939.652;9.366;17494.2605364858
18;241014246.751;9.325999999999999;199949.9761837738
19;241265915.112;9.399999999999999;17202.8569931138
20;241022952.502;9.591;20147.4339899248
