ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;60.91777533538949;40.755890052355994;99.22502876274503;66.96623138349683
1;61.54790877273765;16.884816753926636;99.16703304647287;59.19991952437905
2;61.5494257778813;39.87238219895285;99.08755749783258;66.83645515822224
3;61.551461680716656;40.44502617801044;99.06187556444172;67.0194544743896
4;61.551807887996326;40.101439790575895;98.99964511885418;66.88429759914213
5;61.552137643650674;41.47578534031409;98.91761061323184;67.31517786573221
6;61.55291142014896;42.392015706806276;98.85723768175852;67.60072160290458
7;61.55300742842507;40.346858638743456;98.75715590912903;66.88567399209917
8;61.55407744265104;39.6106020942408;98.71327630081166;66.6259852792345
9;61.55454493740747;39.6106020942408;98.62167920647242;66.59560874604023
10;61.55500125435638;40.624999999999986;98.3823960711556;66.85413244183732
11;61.55574832860133;39.34882198952876;98.04145625640075;66.31534219151028
12;61.55690943627721;42.17931937172772;94.90320853362316;66.21314578054269
