ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;48.63484351804286;56.57722513089002;99.31482666372678;68.17563177088654
1;48.66395993249581;53.68128272251306;99.2477635733785;67.19766874279578
3;48.664535377807084;54.71204188481673;99.20694565878676;67.52784097380352
4;48.66527630787358;50.88350785340312;99.13218456594042;66.22698957573904
5;48.66606060359795;51.88154450261777;99.05440476879383;66.53400329166985
6;48.66654665485795;50.88350785340312;98.99864735798985;66.18290062208364
7;48.666701320797166;51.946989528795775;98.94770598326184;66.52046561095159
8;48.66824692645856;54.28664921465967;98.9122795887749;67.28905857663104
10;48.66867866927639;53.46858638743453;98.6750046226169;66.9374232264426
11;48.66884826306398;53.50130890052354;98.48107618577757;66.88374444978837
12;48.669736459712375;53.075916230366445;89.9733771518261;63.90634328063498
