F0;F1;F2
0.01289513776353657;0.5269624561388787;0.07145732205243512
0.013285886666231407;0.5417519896660924;0.0197451007089671
0.01293406448840218;0.5647326494545325;0.0757439112915508
0.012901957038360919;0.5381114891055475;0.07172434509585456
0.01328058920154165;0.2113765637966393;0.02224500855890281
0.013279935399029642;0.217974971062627;0.022950151079974057
0.01333435044477389;0.5010238896449962;0.08071298245518364
0.013329743759179224;0.527645049993981;0.05347597343180547
0.01333080972105725;0.5647326494545325;0.05273905474346591
0.01333227759719445;0.5649601807395664;0.052444259253165676
0.01328588329045012;0.20614334424085604;0.025449880947466055
0.013358285206396378;0.5221842991531638;0.03241555675757195
0.013302286094825817;0.535608644970173;0.017205237822377876
0.013342390260864466;0.527645049993981;0.0253491429123778
0.01331157895389289;0.5337883946899008;0.01496640067737475
0.013310835928690465;0.5233219555783338;0.015703304213940568
0.013321462260688722;0.5333333321198325;0.01501127283766345
0.013343616258335562;0.5219567678681294;0.014623093729824729
