ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;71.18733291474628;50.14725130890053;98.87064884330175;73.40174435564951
2;71.18691250727908;49.98363874345547;98.95972658725;73.37675927932818
3;71.1866771948012;51.979712041884795;99.02453788985108;74.06364237551236
25;71.1870719924856;50.14725130890053;98.87152373229482;73.40194901122698
46;71.18669376522948;49.98363874345547;98.9855040662943;73.38527885832642
63;71.1861333872309;51.76701570680633;99.00764734319412;73.98693214574378
64;71.18604044200463;49.427356020942405;99.02871908464047;73.2140385158625
66;71.18582725786669;49.44371727748693;99.06453471664418;73.23135975066593
78;71.18553081352522;50.572643979057595;99.08657627528265;73.61491702262182
88;71.18442004730626;50.6217277486911;99.11520596124784;73.64045125241506
