ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;82.25955902685965;48.06937172774869;98.99323487186318;76.44072187549051
13;82.25983081184185;47.88939790575913;98.80561987747637;76.31828286502578
25;82.25968297448934;46.87499999999996;98.91925547962862;76.01797948470598
55;82.25872011277237;50.13089005235598;98.98533839401863;77.12498285304899
56;82.2587137929722;47.03861256544498;99.01704400716754;76.10479012186158
67;82.2579084148903;45.386125654450225;99.08030273715349;75.574778935498
70;82.2577078806834;47.218586387434556;98.98544828613002;76.15391418474933
71;82.25803796175455;48.38023560209423;99.0508229333732;76.56303216574065
82;82.2574056976432;44.66623036649213;99.09354101859553;75.33905902757695
86;82.25695776146732;47.43128272251306;99.11972746351434;76.2693226491649
