ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;65.50223645292576;13.252617801047084;98.91518909526559;59.223347783079475
2;65.50150110918034;12.352748691099446;99.11576073253012;58.99000351093664
14;65.50188821824801;13.268979057591546;98.99874844457558;59.256538573471715
36;65.50167574176237;14.970549738219862;99.01167917326825;59.82796821775016
46;65.50130548721694;15.035994764397865;99.02137270183329;59.85289098448269
56;65.50139622425803;12.401832460732953;99.12044824776551;59.00789231091883
63;65.50126075790796;12.401832460732953;99.12400846752486;59.00903389538859
70;65.5008470808859;12.729057591622993;99.12519083846075;59.118365170323216
71;65.50053534970455;14.954188481675345;99.13952726532548;59.864750365568455
73;65.50020141012034;15.54319371727746;99.20237041736016;60.08192184825265
77;65.50013853495271;15.54319371727746;99.15108460898055;60.064805620403575
