ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;65.68834622858775;51.456151832460776;98.89838976044504;72.01429594049786
1;65.68774732744266;51.78337696335078;99.12636619622658;72.19916349567335
10;65.68722626030578;49.06740837696337;99.158606124432;71.30441358723373
14;65.68801049921137;51.29253926701575;99.00530597321985;71.99528524648231
36;65.68781291441672;51.29253926701575;99.03577273063733;72.00537497068994
46;65.68773713105077;51.78337696335078;99.11252089716245;72.194544997188
55;65.6869963946847;50.294502617801086;99.08337218852795;71.6882904003379
58;65.68694117972436;51.14528795811519;99.17566980070248;72.00263297951402
70;65.68643860452418;50.58900523560212;99.17035958428625;71.81526780813752
71;65.68628389984494;26.4070680628272;99.1989345437498;63.76409550214064
72;65.68623963799963;26.52159685863874;99.20408257845149;63.80397302502996
81;65.68543320360463;51.47251308900523;99.22729333366158;72.12841320875715
85;65.68430131628806;50.37630890052356;99.24291434513711;71.76784152064958
86;65.68446473748779;54.54842931937176;99.28315213838988;73.17201539841648
89;65.68404508932637;54.54842931937176;99.31291604183234;73.18179681684349
