ID;F0;F1;F2
0;248610837.268;14.505999999999997;3324.1377576904006
1;248332078.762;14.732;6452.1763068618
4;248449282.887;14.509999999999998;3434.7260343184
5;248333395.882;14.494999999999997;4870.9989902158
6;248610806.812;14.505999999999997;3328.1185176904005
7;248448653.99400002;14.505999999999997;3719.8798868474
10;248332496.461;14.752999999999997;5592.6753676342005
11;248332204.745;14.618999999999996;5697.657354216801
12;248332196.62199998;14.726999999999997;6080.608876071401
13;248332088.96899998;14.79;6153.8308167458
17;248332171.149;14.730999999999998;6145.3788772516
19;248332433.374;14.761;5654.067471793
21;248332370.272;14.755999999999997;5673.150351793
23;248332377.61900002;14.703;5661.9606131418
