ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
4_5;244095345.98;11.738999999999995;8799.7121357988;68.71955600750346;60.52028795811524;98.23141356674886;75.82375251078918
