ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
4_9;245271152.716;10.266999999999998;10710.474827988;65.68283201310983;84.60405759162308;97.79340683625173;82.69343214699488
