F0;F1;F2
240279493.632;11.453999999999995;5867.3385618098
240279638.516;11.482999999999995;5650.0487425966
240279723.937;11.501999999999995;5484.1796200114
240279445.74199998;11.453999999999995;6140.217851809801
240279611.94599998;11.453999999999995;5950.4154018098
240279803.658;11.515999999999995;5493.0246114654
240279898.76;11.513999999999996;5465.5273884342005
240280447.238;11.676999999999996;5403.738262919401
240280395.723;11.681999999999995;5292.0694084306
240280487.917;11.651999999999996;5281.5015497722
