ID;F0;F1;F2
0;0.2134124320263422;0.30906413612565403;0.16847055160833815
1;0.2196762021739219;0.32477094240837656;0.009961221625595842
2;0.22736370346459617;0.2774869109947643;0.011810636413167092
3;0.2134979791607322;0.25916230366492105;0.31441370651489897
4;0.2194000981881035;0.3380235602094242;0.011564728415364853
6;0.2134237587766599;0.303501308900523;0.17534224501897813
7;0.21350509067923132;0.25932591623036627;0.31393691668685775
8;0.2193998536089959;0.337859947643979;0.011704879046581185
10;0.21639762202505416;0.3008835078534032;0.013242487988367434
11;0.21720461572367647;0.26881544502617777;0.0226321140288067
12;0.22242390833846332;0.26587041884816687;0.019710403668683166
13;0.21991866325749948;0.31855366492146553;0.011425004924073752
14;0.22485244424277703;0.2738874345549734;0.012963929587536262
16;0.22666451421900222;0.2684882198952882;0.014247200716698665
17;0.21940019124180163;0.32787958115183236;0.011494103720787532
18;0.21641039669918508;0.28272251308900515;0.023906447024314558
20;0.22268579698364765;0.29221204188481664;0.011996484353086269
21;0.2164787640753528;0.25916230366492105;0.10957788518794802
22;0.21347325435656658;0.26276178010471224;0.07988219245151956
24;0.21342687242107847;0.30660994764397914;0.13738351064006624
25;0.2243640262989458;0.275196335078534;0.0129335163052669
26;0.21345350117158163;0.2989201570680631;0.05989509825942637
27;0.2233949092711036;0.2643979057591619;0.015341456367403314
29;0.21343999836452784;0.30579188481675357;0.13890381662943532
30;0.2134287110774494;0.3049738219895286;0.15816962593229503
31;0.22684879140499206;0.2789594240837699;0.010950202271885659
32;0.21347375110783964;0.27208769633507796;0.03126800103437612
35;0.22337219946820247;0.2966295811518325;0.011901314449597276
36;0.22268520162592997;0.2925392670157062;0.012134466445081702
37;0.22270351520330708;0.2679973821989531;0.015883022040568538
38;0.21988911479547327;0.32018979057591607;0.011187945398676803
39;0.21672510363605146;0.3234620418848162;0.012555787905358062
43;0.22436714836287763;0.2769960732984292;0.01185150646009579
45;0.21342524373600047;0.3041557591623039;0.1675042427998209
46;0.216428915340777;0.28108638743455433;0.02619421913704023
47;0.22315626581687656;0.29826570680628217;0.010435640980413422
50;0.2164505108237015;0.26325261780104736;0.04779083576574948
52;0.2233586365623537;0.2979384816753926;0.01094517247699887
55;0.2194167066591167;0.26767015706806235;0.020795205499892673
56;0.21644960376321173;0.26521596858638746;0.05268067695460315
57;0.2166697436070011;0.2617801047120418;0.04170881307932714
59;0.21347109116153984;0.3002290575916228;0.03483200759276202
61;0.22268512783896946;0.29712041884816764;0.012359052149114234
64;0.22242465638379288;0.26423429319371755;0.01983775950270518
66;0.2196713533350023;0.2765052356020941;0.013023781025445231
67;0.21715329403918834;0.26161649214659627;0.025900048393679702
68;0.2164547008228068;0.2630890052356015;0.04706610926343214
70;0.2166920417576953;0.2761780104712042;0.022524128579522375
71;0.21342852837918036;0.3062827225130887;0.03716305275540659
72;0.21345711538962894;0.3003926701570684;0.03806247822753858
73;0.21695659378413382;0.26276178010471224;0.024524820868940707
75;0.2134579423097835;0.3005562827225127;0.03310068593958106
76;0.21346156308781977;0.29842931937172795;0.05720923003098878
77;0.22269242768596478;0.272578534031413;0.015343314684250597
78;0.21646990101403388;0.26227094240837684;0.025263250302807665
80;0.21695024549707992;0.26112565445026115;0.05449014520863531
81;0.21645100308112417;0.25965314136125617;0.05607188896860086
83;0.21645981864709188;0.2604712041884817;0.055525267755274055
86;0.21688609288784874;0.29859293193717235;0.011933371744670886
87;0.21694459633953422;0.26832460732984265;0.02514535078701493
90;0.2194027807586161;0.3195353403141357;0.011192779635903927
93;0.21670563500994822;0.2732329842931939;0.013051367878484274
94;0.21345504124515835;0.30464659685863904;0.03534193715578779
