F0;F1;F2
241372613.662;13.102;97078.49317247521
249580901.055;13.54;4951.6503545812
241766993.079;13.472999999999999;7880.9430262405995
249330035.66500002;13.392999999999999;7274.6942804224
241372814.137;13.09;8862.614841916798
241372778.46600002;13.102;80276.47230871343
241372713.058;13.123999999999999;96793.80228040661
241372736.863;13.096999999999998;85805.56953163222
249445378.564;13.355999999999998;5612.2328757052
241624329.931;13.055999999999997;8254.5625751166
249445292.064;13.313999999999998;6995.436832393001
249561534.738;13.461999999999998;5313.6289492422
241489458.539;13.052;8257.582304273601
241489319.439;13.053999999999998;8316.9792551166
249341248.07099998;12.090999999999998;7171.2569514974
249445364.343;13.287999999999998;6301.482350984401
249561567.541;13.517999999999999;4963.0652145812
