F0;F1;F2
249573239.04799998;13.410999999999998;6447.5333505276
241501778.278;13.796;19008.821410511802
241625163.433;13.806999999999999;17643.4082034868
249456673.894;11.984999999999998;15084.141111887202
249457615.847;13.431999999999999;9046.957024971001
249457288.276;13.482;13780.4497845776
249476266.482;12.079999999999998;6998.320845877401
241606581.828;13.683999999999997;18416.1268920256
249476153.831;12.04;7787.1269120666
249468910.41;13.444999999999999;8559.3112913072
249457188.083;12.020999999999999;13921.978556600801
249456994.82700002;12.025999999999998;14471.256544247603
249456913.80699998;12.028999999999998;14678.995544753401
249468777.616;13.435999999999998;8668.023004570401
