F0;F1;F2
241488737.06800002;13.088999999999999;50375.99778472682
249696524.35;13.463999999999999;5365.4989894108
249341223.095;12.095999999999998;7407.352491666001
242036712.45;13.495999999999999;8245.991491534201
241489230.544;13.108;13630.986534734
241489428.162;13.091999999999999;9927.8953182112
241733722.106;13.489999999999998;8408.671506349401
249445364.343;13.287999999999998;6301.482350984401
241616167.275;13.177;8991.773391586801
241508213.70499998;13.094999999999999;9879.3190527072
249341248.07099998;12.090999999999998;7171.2569514974
241722267.524;13.413;8648.859170522599
249572951.782;13.440999999999999;5637.6576155402
249561287.45999998;13.283999999999999;5725.224876038801
249696474.278;13.463999999999999;5474.2846694108
241722521.84;13.486;8438.067108544801
249696519.937;13.463999999999999;5366.4559594108005
249696478.414;13.463999999999999;5472.823349410801
