ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga2_salud_uso_4_objetivos_8;245281837.442;10.268;8466.292603379601;65.65523686262776;84.58769633507852;98.30784377960354;82.85025899243662
