ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
moead_economico_salud_1_objetivos_11;248323830.047;10.852999999999998;6088.2014080994;57.79876551275501;75.01636125654451;98.85297685841368;77.22270120923774
