ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga3_triobjetivo_11_objetivos_17;241130939.652;9.366;17494.2605364858;76.37564739544206;99.3455497382199;96.23835041259514;90.65318251541903
