ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga3_economico_uso_10_objetivos_2;244378163.922;11.301999999999998;50489.2860053992;67.98912982076622;67.67015706806284;88.67485585234192;74.77804758039032
