ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga2_economico_salud_5_objetivos_5;242870088.489;10.956;6640.922839381399;71.88399511837974;73.33115183246073;98.7262757730402;81.31380757462689
