ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
moead_triobjetivo_5_objetivos_72;236550689.605;9.681;4402.9178056458;88.2049342945498;94.19175392670158;99.2392967105275;93.8786616439263
