ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga2_economico_uso_11_objetivos_11;244156839.667;10.332999999999998;53698.804568765394;68.56073793893896;83.52421465968588;87.93913354723495;80.0080287152866
