ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
moead_economico_uso_2_objetivos_1;241200489.996;11.26;35599.7664089994;76.19602161853796;68.35732984293192;92.08800067862056;78.88045071336347
