ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga3_salud_uso_3_objetivos_3;247638495.431;9.709;48474.5315484854;59.56876053734188;93.7336387434555;89.1367007564918;80.81303334576306
