ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga2_triobjetivo_1_objetivos_46;243652044.992;10.432;9059.6189937832;69.86445738098728;81.9044502617801;98.1718347642294;83.31358080233225
