ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
moead_salud_uso_5_objetivos_1;251460153.383;13.736999999999998;1084.4220745414;49.69866875620112;27.830497382198928;100.0;59.17638871280002
