ID;F0;F1;F2;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
nsga3_economico_salud_2_objetivos_3;241653361.317;11.611999999999998;6599.4722139366;75.02640320698511;62.59816753926701;98.73577755628224;78.78678276751145
