ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;78.15936450632869;59.0477748691099;40.03839189604115;59.08184375715992
1;78.15204016268292;61.567408376963314;50.21130126597786;63.31024993520803
4;78.15410421148572;61.32198952879582;70.67516484147166;70.05041952725107
5;78.15924282112029;59.76767015706807;46.07719306078817;61.334702012992175
6;78.15292974880921;61.4528795811518;70.88839230886296;70.164733879608
7;78.1564420210154;60.42212041884816;60.268691819369636;66.28241808641106
8;78.1562117705761;60.74934554973823;76.40547891651256;71.77034541227563
9;78.15891618016924;59.84947643979059;46.28908037897328;61.43249099964438
10;78.15927957771859;59.35863874345546;46.81216018460979;61.443359501927944
12;78.15780033641572;59.99672774869106;68.35478314810706;68.83643707773795
13;78.1542469454769;61.19109947643976;51.42466458704216;63.59000366965294
14;78.15508062706925;61.02748691099477;54.71744111701049;64.63333621835817
15;78.157267138465;60.04581151832458;77.14463586648304;71.78257150775754
18;78.15527930691714;60.912958115183244;75.43864140128886;71.50229294112974
19;78.15580703993234;60.8311518324607;76.41423406386753;71.80039764542019
20;78.15714498062742;60.258507853403096;77.13511595735231;71.85025626379428
27;78.1568982243267;60.323952879581164;77.25340785477812;71.91141965289533
34;78.15700381173593;60.30759162303661;77.2607474542228;71.9084476296651
