ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;81.41647185697539;74.52552356020942;61.97686833362566;72.63962125027017
2;81.08187476824111;75.89986910994764;29.24173595963365;62.07449327927413
4;81.40079314814508;75.86714659685865;33.069890737108956;63.44594349403756
5;81.40435834189827;75.65445026178013;39.48067221153947;65.5131602717393
6;81.41166049521999;75.21269633507853;63.680408592418594;73.43492180757237
7;81.41220380433442;74.86910994764399;60.43747015343828;72.2395946351389
8;81.41203459536511;75.08180628272252;61.31196910416492;72.60193666075085
9;81.41332415226924;74.70549738219894;60.00047923030265;72.03976692159027
11;81.40401773901849;75.75261780104712;42.58099442792728;66.57920998933098
12;81.41241057569601;74.78730366492144;65.08460241890775;73.7614388865084
14;81.40189923456104;75.85078534031413;34.78149654984804;64.01139370824107
15;81.40297701488393;75.78534031413614;30.2032204916456;62.46384594022189
17;81.41190212749802;75.1472513089005;59.85659226304948;72.138581899816
19;81.41272607499687;74.75458115183244;49.94279681185152;68.70336801289362
20;81.41189574054839;75.196335078534;60.09939025298186;72.23587369068808
