ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;71.14906522561083;27.650523560209383;73.27672683864246;57.35877187482089
2;38.776809288043815;59.44044502617799;61.65755971500475;53.29160467640886
4;70.82878146411397;30.89005235602088;55.5650026652784;52.42794549513775
6;56.591268923020024;44.78075916230371;26.931073036425467;42.7677003739164
8;43.77021618298512;48.03664921465961;75.02715742603043;55.61134094122506
9;55.55043012558685;45.5006544502618;39.785960883668025;46.94568181983889
10;43.42432559842726;53.02683246073288;64.89625339686633;53.78247048534215
11;39.11221696152817;58.19698952879582;70.4859492144725;55.931718568265495
16;43.76762936248135;49.14921465968576;78.47719910826866;57.131347710145256
17;43.767219515562985;51.16164921465962;70.91750209113916;55.28212360712058
18;71.14776543615729;27.683246073298374;60.011844576899406;52.947618695451695
19;71.14730975454593;29.07395287958111;60.02526744632804;53.41551002681836
20;71.13857606446933;30.41557591623031;69.29817272079075;56.95077490049679
21;71.14700099343824;29.54842931937168;59.326418090303434;53.34061613437112
22;56.26690813110544;45.48429319371727;39.80646419818113;47.18588850766795
23;43.768557050778426;48.70746073298422;75.90184259512051;56.125953459627716
24;56.5890491571302;44.797120418848166;26.458834808880226;42.61500146161953
25;56.316798441546645;45.402486910994774;59.143886919617685;53.62105742405303
26;43.42996814433053;52.01243455497375;69.38753842657317;54.943313708625816
28;43.42707596151635;52.666884816753814;69.40664812714209;55.166869635137424
29;43.42830767429935;52.19240837696324;69.43204225153214;55.017586100931574
31;43.76202794564136;51.97971204188471;70.2034352287829;55.315058405436325
32;71.1356501364533;30.840968586387373;61.742319710634064;54.57297947782491
33;38.80485986961798;59.21138743455494;56.43499390932265;51.48374707116519
35;43.766392373298004;51.53795811518318;73.3955648656024;56.233305118027864
36;43.76670806371664;51.19437172774859;72.16037917799942;55.707152989821545
37;39.07774301718654;59.09685863874342;58.223782034597896;52.132794563509286
38;39.08145590882795;58.47513089005232;70.27436263933396;55.94364981273807
39;39.08010131764171;58.78599476439788;67.49818738177314;55.12142782127091
44;71.13786346115734;30.693717277486865;61.31161850486675;54.38106641450366
45;43.76848701902465;48.98560209424073;75.0800364152616;55.94470850950899
46;43.76355129382915;51.81609947643968;70.12022142948615;55.233290733251664
48;39.07950940520914;59.03141361256545;58.43011885967366;52.18034729248274
50;39.11134125726782;58.376963350785324;70.27950275066699;55.92260245290671
54;43.76285367260165;51.83246073298421;68.52826137640164;54.70785859399584
55;38.80472238878316;59.325916230366474;56.43936125553382;51.52333329156115
56;71.13691530001348;30.71007853403136;61.04943053812942;54.29880812405809
60;39.08209191781474;58.409685863874316;72.93646596230148;56.80941458133018
61;56.316218566951704;45.435209424083766;39.67872805983603;47.14338535029051
