ID;SAT_F0;SAT_F1;SAT_F2;SAT_MEDIA
0;64.69870233223799;68.47185863874347;61.13690051354402;64.76915382817516
1;52.571611957574014;72.3003926701571;79.01114219068302;67.96104893947138
4;64.38985258462266;69.37172774869107;34.03293107633794;55.931503803217225
5;52.87721490591311;69.74803664921463;81.52943943171256;68.0515636622801
6;52.87660892566217;69.78075916230367;85.9239911361719;69.52711974137925
7;52.87658994043489;71.12238219895288;74.74652034580788;66.24849749506522
10;52.876159765299406;71.4823298429319;74.72897932893467;66.362489645722
12;64.69574912086718;68.8972513089005;46.44379205394438;60.01226416123735
13;64.69655862606007;68.58638743455494;51.07687305224009;61.453273037618374
14;52.875380707235344;71.67866492146595;74.59529643510525;66.38311402126885
15;52.87442927384516;71.97316753926704;77.79687147303896;67.54815609538372
16;64.69208256753998;69.07722513089006;36.548718472055256;56.77267539016177
17;64.69174251993483;69.25719895287958;27.802021795807953;53.91698775620745
18;52.87597509128577;71.64594240837697;74.63584003492963;66.38591917819745
20;64.69152045398535;69.3062827225131;35.1524518681791;56.38341834822585
21;52.873509560841484;72.20222513089003;80.92837513590973;68.66803660921374
22;52.57260462075164;72.2840314136126;81.87284496938064;68.90982700124829
23;64.69677275029086;68.48821989528793;46.211659277065934;59.79888397421491
27;64.69295847583147;69.011780104712;54.00531548943719;62.57001802332689
29;52.87385149121506;72.07133507853405;68.04705012802414;64.33074556592442
30;52.87422571532849;72.03861256544504;80.95817285046164;68.62367037707838
33;52.87375735021139;72.13678010471205;71.57423148146025;65.5282563121279
34;64.6944121228476;68.9626963350785;46.61464516954248;60.09058454248952
35;64.69534609478748;68.94633507853403;46.44448579409198;60.02872232247116
39;52.8736415250874;72.15314136125653;77.99447110123717;67.6737513291937
